categories_str,sources_str,cosine_centroid,manual_coarse_grained,space_selection,qumcrae_label,word,lemma,wiki_frequency,word_in_wn?,word_noun_in_wn?,n_navigli_clusters,n_onto_senses_n_v,n_wn_senses,min_wn_sim_wup,av_sim_wup,polysemy_type,mipvu,wn_abs_conc,conc,fam,aoa,property,concept
tool,wn_hypernym,0.2968777995,-,True,-,hack,hack,4947,True,True,6,7,16,0.2,0.36702274841980215,homonyms_also_same_pos,met,conc,,,,dangerous,hack
weapon,wn_hypernym,0.2557209678,-,True,-,doodlebug,doodlebug,132,True,True,2,0,3,0.38095238095238093,0.48253968253968255,mon,,conc,,,,dangerous,doodlebug
is_dangerous,cslb,0.2860327264,-,True,-,tank,tank,77579,True,True,6,9,8,0.11764705882352941,0.3673233715029381,poly,non-met,abs-conc,581,511,,dangerous,tank
is_dangerous,cslb_crowd_neg,0.2655080325,-,True,-,wheelbarrow,wheelbarrow,537,True,True,0,0,2,None,,mon,,conc,,,,dangerous,wheelbarrow
is_dangerous,cslb,0.3002802822,-,True,-,skateboard,skateboard,2363,True,True,0,0,2,None,,mon,,conc,,,,dangerous,skateboard
criminal,wn_hypernym,0.3170361955,-,True,-,pusher,pusher,2935,True,True,2,0,5,0.36363636363636365,0.46039188881294146,poly,non-met,conc,,,,dangerous,pusher
is_dangerous,cslb_crowd_neg,0.2079341362,-,True,-,mop,mop,1495,True,True,1,0,3,0.2222222222222222,0.2222222222222222,homonyms_only_different_pos,met,conc,,443,,dangerous,mop
is_dangerous,cslb_crowd_neg,0.3160675812,-,True,-,backhoe,backhoe,301,True,True,0,0,1,1.0,1.0,,,conc,,,,dangerous,backhoe
is_dangerous,cslb,0.3182412574,-,True,-,motorcycle,motorcycle,28347,True,True,0,1,2,None,,mon,,conc,,,,dangerous,motorcycle
tool,wn_hypernym,0.2335757261,-,True,-,plane,plane,68878,True,True,7,0,9,0.1111111111111111,0.2943256090314914,homonyms_also_same_pos,non-met,abs-conc,535,558,,dangerous,plane
medication,wn_hypernym,0.1880410903,-,True,-,blue,blue,248575,True,True,5,0,16,0.09090909090909091,0.20824524387107313,homonyms_only_different_pos,non-met,abs-conc,459,593,,dangerous,blue
criminal,wn_hypernym,0.3332463672,-,True,-,firebug,firebug,132,True,True,1,0,2,0.5,0.5,mon,,conc,,,,dangerous,firebug
is_dangerous,cslb,0.3532171345,-,True,-,hornet,hornet,4886,True,True,0,0,1,1.0,1.0,mon,,conc,,,,dangerous,hornet
is_dangerous,cslb,0.2951879682,-,True,-,mosquito,mosquito,6168,True,True,0,0,1,1.0,1.0,mon,,conc,595,512,,dangerous,mosquito
is_dangerous,cslb,0.2505642924,-,True,-,bee,bee,20452,True,True,2,0,2,0.10526315789473684,0.10526315789473684,poly,,abs-conc,597,554,,dangerous,bee
tool,wn_hypernym,0.3287602473,-,True,-,beetle,beetle,32727,True,True,4,4,6,0.25,0.29924242424242425,homonyms_also_same_pos,,conc,619,503,,dangerous,beetle
is_dangerous,cslb_crowd_neg,0.2726720696,-,True,-,hornbill,hornbill,1238,True,True,0,0,1,1.0,1.0,mon,,conc,,,,dangerous,hornbill
neighbors-200,wikipedia_sgns_model,0.4623533744,-,True,-,nymphicula,nymphicula,135,False,False,0,0,0,None,,,,-,,,,dangerous,nymphicula
neighbors-200,wikipedia_sgns_model,0.4459368791,-,True,-,psapharochrus,psapharochrus,184,False,False,0,0,0,None,,,,-,,,,dangerous,psapharochrus
neighbors-200,wikipedia_sgns_model,0.4812006808,-,True,-,hypotia,hypotia,164,False,False,0,0,0,None,,,,-,,,,dangerous,hypotia
neighbors-200,wikipedia_sgns_model,0.4372423178,-,True,-,suphisellus,suphisellus,102,False,False,0,0,0,None,,,,-,,,,dangerous,suphisellus
neighbors-200,wikipedia_sgns_model,0.429060681,-,True,-,suturalis,suturali,112,False,False,0,0,0,None,,,,-,,,,dangerous,suturali
neighbors-200,wikipedia_sgns_model,0.4371835374,-,True,-,ardozyga,ardozyga,283,False,False,0,0,0,None,,,,-,,,,dangerous,ardozyga
neighbors-200,wikipedia_sgns_model,0.4438181246,-,True,-,polygrammodes,polygrammode,162,False,False,0,0,0,None,,,,-,,,,dangerous,polygrammode
neighbors-200,wikipedia_sgns_model,0.4284757157,-,True,-,littoraria,littoraria,102,False,False,0,0,0,None,,,,-,,,,dangerous,littoraria
neighbors-200,wikipedia_sgns_model,0.4488377137,-,True,-,ceroplesis,ceroplesis,115,False,False,0,0,0,None,,,,-,,,,dangerous,ceroplesis
neighbors-200,wikipedia_sgns_model,0.444482666,-,True,-,cochylimorpha,cochylimorpha,190,False,False,0,0,0,None,,,,-,,,,dangerous,cochylimorpha
neighbors-200,wikipedia_sgns_model,0.475571844,-,True,-,laelapidae,laelapidae,150,False,False,0,0,0,None,,,,-,,,,dangerous,laelapidae
neighbors-200,wikipedia_sgns_model,0.4384322322,-,True,-,anthiinae,anthiinae,117,False,False,0,0,0,None,,,,-,,,,dangerous,anthiinae
neighbors-200,wikipedia_sgns_model,0.4530519716,-,True,-,diadelia,diadelia,223,False,False,0,0,0,None,,,,-,,,,dangerous,diadelia
neighbors-200,wikipedia_sgns_model,0.4295684255,-,True,-,boophis,boophis,138,False,False,0,0,0,None,,,,-,,,,dangerous,boophis
neighbors-200,wikipedia_sgns_model,0.4379749094,-,True,-,pothyne,pothyne,202,False,False,0,0,0,None,,,,-,,,,dangerous,pothyne
neighbors-200,wikipedia_sgns_model,0.4298377384,-,True,-,catephia,catephia,108,False,False,0,0,0,None,,,,-,,,,dangerous,catephia
neighbors-200,wikipedia_sgns_model,0.4338043781,-,True,-,homoeosoma,homoeosoma,187,False,False,0,0,0,None,,,,-,,,,dangerous,homoeosoma
neighbors-200,wikipedia_sgns_model,0.4669881988,-,True,-,euderces,euderce,115,False,False,0,0,0,None,,,,-,,,,dangerous,euderce
