categories_str,sources_str,cosine_centroid,manual_coarse_grained,space_selection,qumcrae_label,word,lemma,wiki_frequency,word_in_wn?,word_noun_in_wn?,n_navigli_clusters,n_onto_senses_n_v,n_wn_senses,min_wn_sim_wup,av_sim_wup,polysemy_type,mipvu,wn_abs_conc,conc,fam,aoa,property,concept
black,conceptnet,0.4124718568,-,True,-,cats,cat,29328,True,True,3,3,10,0.08,0.33081598365574033,poly,met non-met,abs-conc,,,,black,cat
neighbors-200,wikipedia_sgns_model,0.4943605043,-,True,-,cat,cat,46606,True,True,3,3,10,0.08,0.33081598365574033,poly,met non-met,abs-conc,615,582,,black,cat
is_green,cslb,0.2353745354,-,True,-,tank,tank,77579,True,True,6,9,8,0.11764705882352941,0.3673233715029381,poly,non-met,abs-conc,581,511,,black,tank
is_red,mcrae,0.2095926231,-,True,neg-is_red-some,ambulance,ambulance,15418,True,True,0,0,1,1.0,1.0,mon,non-met,conc,595,499,,black,ambulance
black,conceptnet,0.2944478435,-,True,-,tires,tire,10107,True,True,2,4,5,0.15384615384615385,0.22353664853664856,homonyms_only_different_pos,,conc,,,,black,tire
is_yellow is_black,cslb,0.254055395,-,True,-,taxi,taxi,18419,True,True,2,0,3,0.25,0.25,homonyms_only_different_pos,non-met,conc,,,,black,taxi
red,conceptnet,0.2225361487,-,True,-,jeeps,jeep,1452,True,True,0,0,1,1.0,1.0,mon,,conc,,,,black,jeep
is_green,cslb,0.2886441762,-,True,-,jeep,jeep,5546,True,True,0,0,1,1.0,1.0,mon,,conc,622,564,,black,jeep
is_yellow is_red,cslb mcrae,0.2094247586,-,True,neg-is_yellow-some,bus,bus,129573,True,True,4,4,7,0.10526315789473684,0.33351687299055727,homonyms_only_different_pos,non-met,abs-conc,,,,black,bus
is_black,cslb,0.3019863143,-,True,-,limousine,limousine,2816,True,True,0,0,1,1.0,1.0,mon,,conc,624,505,,black,limousine
red,conceptnet,0.2615062154,-,True,-,cars,car,145951,True,True,1,4,5,0.47619047619047616,0.6434791524265209,poly,non-met,conc,,,,black,car
red green,conceptnet,0.2738965641,-,True,-,car,car,294557,True,True,1,4,5,0.47619047619047616,0.6434791524265209,poly,non-met,conc,622,634,197,black,car
is_green,cslb,0.2087374844,-,True,-,cricket,cricket,121039,True,True,2,0,3,0.08695652173913043,0.08695652173913043,homonyms_also_same_pos,non-met,abs-conc,,,,black,cricket
is_black,veale_simile,0.3007705533,-,True,-,rook,rook,2930,True,True,2,0,3,0.32,0.32,homonyms_also_same_pos,,conc,,,,black,rook
is_blue,veale_simile,0.2425260467,-,True,-,jay,jay,46167,True,True,1,0,2,0.48,0.48,mon,,conc-n,,,,black,jay
is_green is_yellow is_blue,cslb mcrae,0.3152207108,-,True,neg-is_blue-some,budgie,budgie,511,True,True,0,0,1,1.0,1.0,,non-met,conc,,,,black,budgie
is_black,cslb,0.4122455607,-,True,-,flea,flea,4170,True,True,0,0,1,0.9090909090909091,0.9090909090909091,poly,,conc,625,515,,black,flea
is_red,cslb,0.2627760112,-,True,-,robin,robin,49512,True,True,1,0,2,0.9285714285714286,0.9285714285714286,poly,non-met,conc,637,487,233,black,robin
is_yellow,cslb,0.3375850944,-,True,-,locust,locust,3699,True,True,2,0,3,0.18181818181818182,0.29078149920255186,poly,,abs-conc,,,,black,locust
is_red,veale_simile,0.3424041055,-,True,-,rooster,rooster,4014,True,True,0,0,1,1.0,1.0,mon,,conc,,385,,black,rooster
is_green is_blue,cslb,0.310721641,-,True,-,peacock,peacock,7844,True,True,1,0,2,0.5185185185185185,0.5185185185185185,poly,,conc,,,,black,peacock
is_yellow is_black,cslb,0.3933654351,-,True,-,hornet,hornet,4886,True,True,0,0,1,1.0,1.0,mon,,conc,,,,black,hornet
is_black,cslb,0.4506865479,-,True,-,cockroach,cockroach,1151,True,True,0,0,1,1.0,1.0,mon,,conc,,,,black,cockroach
is_red is_black,cslb,0.3971918179,-,True,-,ladybird,ladybird,634,True,True,0,0,1,1.0,1.0,mon,,conc,,,,black,ladybird
is_black,cslb,0.3930975203,-,True,-,housefly,housefly,135,True,True,0,0,1,1.0,1.0,mon,,conc,,,,black,housefly
is_black,veale_simile,0.413919951,-,True,-,bat,bat,33122,True,True,4,15,10,0.1,0.3531565656565657,homonyms_also_same_pos,,abs-conc,564,514,,black,bat
is_yellow is_black,cslb,0.4256026502,-,True,-,bee,bee,20452,True,True,2,0,2,0.10526315789473684,0.10526315789473684,poly,,abs-conc,597,554,,black,bee
is_black,veale_simile,0.3477892692,-,True,-,crow,crow,15515,True,True,4,3,9,0.09090909090909091,0.21977103277412874,homonyms_also_same_pos,,abs-conc-n,590,490,308,black,crow
