categories_str,sources_str,cosine_centroid,manual_coarse_grained,space_selection,qumcrae_label,word,lemma,wiki_frequency,word_in_wn?,word_noun_in_wn?,n_navigli_clusters,n_onto_senses_n_v,n_wn_senses,min_wn_sim_wup,av_sim_wup,polysemy_type,mipvu,wn_abs_conc,conc,fam,aoa,property,concept
black,conceptnet,0.3440879784,-,True,-,cats,cat,29328,True,True,3,3,10,0.08,0.33081598365574033,poly,met non-met,abs-conc,,,,blue,cat
is_green,cslb,0.1850017196,-,True,-,tank,tank,77579,True,True,6,9,8,0.11764705882352941,0.3673233715029381,poly,non-met,abs-conc,581,511,,blue,tank
is_red,mcrae,0.1812604192,-,True,neg-is_red-some,ambulance,ambulance,15418,True,True,0,0,1,1.0,1.0,mon,non-met,conc,595,499,,blue,ambulance
black,conceptnet,0.2088880136,-,True,-,tires,tire,10107,True,True,2,4,5,0.15384615384615385,0.22353664853664856,homonyms_only_different_pos,,conc,,,,blue,tire
is_yellow is_black,cslb,0.2119636894,-,True,-,taxi,taxi,18419,True,True,2,0,3,0.25,0.25,homonyms_only_different_pos,non-met,conc,,,,blue,taxi
red,conceptnet,0.1528289926,-,True,-,jeeps,jeep,1452,True,True,0,0,1,1.0,1.0,mon,,conc,,,,blue,jeep
is_green,cslb,0.2188992171,-,True,-,jeep,jeep,5546,True,True,0,0,1,1.0,1.0,mon,,conc,622,564,,blue,jeep
is_yellow is_red,cslb mcrae,0.1484796158,-,True,neg-is_yellow-some,bus,bus,129573,True,True,4,4,7,0.10526315789473684,0.33351687299055727,homonyms_only_different_pos,non-met,abs-conc,,,,blue,bus
is_black,cslb,0.2272058389,-,True,-,limousine,limousine,2816,True,True,0,0,1,1.0,1.0,mon,,conc,624,505,,blue,limousine
red,conceptnet,0.2105249603,-,True,-,cars,car,145951,True,True,1,4,5,0.47619047619047616,0.6434791524265209,poly,non-met,conc,,,,blue,car
red green,conceptnet,0.2114260472,-,True,-,car,car,294557,True,True,1,4,5,0.47619047619047616,0.6434791524265209,poly,non-met,conc,622,634,197,blue,car
is_green,cslb,0.213509168,-,True,-,cricket,cricket,121039,True,True,2,0,3,0.08695652173913043,0.08695652173913043,homonyms_also_same_pos,non-met,abs-conc,,,,blue,cricket
is_black,veale_simile,0.2026148109,-,True,-,rook,rook,2930,True,True,2,0,3,0.32,0.32,homonyms_also_same_pos,,conc,,,,blue,rook
is_blue,veale_simile,0.2638171426,-,True,-,jay,jay,46167,True,True,1,0,2,0.48,0.48,mon,,conc-n,,,,blue,jay
