categories_str,sources_str,cosine_centroid,manual_coarse_grained,space_selection,qumcrae_label,word,lemma,wiki_frequency,word_in_wn?,word_noun_in_wn?,n_navigli_clusters,n_onto_senses_n_v,n_wn_senses,min_wn_sim_wup,av_sim_wup,polysemy_type,mipvu,wn_abs_conc,conc,fam,aoa,property,concept
round,conceptnet,0.3971086794,-,True,-,wheels,wheel,35256,True,True,3,4,11,0.10526315789473684,0.4312622680355737,homonyms_only_different_pos,met non-met,abs-conc,,,,round,wheel
pos,manually_included,0.2234889518,-,True,-,pen,pen,27842,True,True,4,0,6,0.3333333333333333,0.5124242424242424,homonyms_also_same_pos,non-met,conc,571,554,,round,pen
neighbors-200,wikipedia_sgns_model,0.4079753508,-,True,-,chicken,chicken,23318,True,True,2,0,5,0.1,0.22879759129759134,homonyms_only_different_pos,non-met,abs-conc,614,544,250,round,chicken
neighbors-200,wikipedia_sgns_model,0.3977645543,-,True,-,hexachaeta,hexachaeta,101,False,False,0,0,0,None,,,,-,,,,round,hexachaeta
neighbors-200,wikipedia_sgns_model,0.4071718824,-,True,-,acrolepiidae,acrolepiidae,113,False,False,0,0,0,None,,,,-,,,,round,acrolepiidae
neighbors-200,wikipedia_sgns_model,0.4138095105,-,True,-,lygropia,lygropia,122,False,False,0,0,0,None,,,,-,,,,round,lygropia
neighbors-200,wikipedia_sgns_model,0.3980806535,-,True,-,pandemis,pandemis,137,False,False,0,0,0,None,,,,-,,,,round,pandemis
neighbors-200,wikipedia_sgns_model,0.4203966104,-,True,-,evergestis,evergestis,165,False,False,0,0,0,None,,,,-,,,,round,evergestis
neighbors-200,wikipedia_sgns_model,0.4092377672,-,True,-,sisurcana,sisurcana,104,False,False,0,0,0,None,,,,-,,,,round,sisurcana
neighbors-200,wikipedia_sgns_model,0.4349609027,-,True,-,trombidium,trombidium,106,False,False,0,0,0,None,,,,-,,,,round,trombidium
neighbors-200,wikipedia_sgns_model,0.4528858863,-,True,-,blepharomastix,blepharomastix,171,False,False,0,0,0,None,,,,-,,,,round,blepharomastix
round square,conceptnet,0.2942203321,-,True,-,tables,table,27183,True,True,3,5,8,0.13333333333333333,0.26176111470229113,homonyms_only_different_pos,non-met,abs-conc,,,,round,table
square,conceptnet,0.2829959041,-,True,-,dressers,dresser,458,True,True,3,0,5,0.4,0.5731406948744411,homonyms_also_same_pos,non-met,conc,,,,round,dresser
neighbors-200,wikipedia_sgns_model,0.4020133891,-,True,-,boxes,box,22229,True,True,7,14,13,0.09090909090909091,0.275260031577756,homonyms_also_same_pos,met non-met,abs-conc,,,,round,box
neighbors-200,wikipedia_sgns_model,0.3980580467,-,True,-,corkscrews,corkscrew,160,True,True,0,0,2,None,,poly,,conc,,,,round,corkscrew
round,conceptnet,0.3578249535,-,True,-,button,button,22677,True,True,3,0,9,0.09090909090909091,0.3734062513931638,homonyms_only_different_pos,non-met,abs-conc,613,573,192,round,button
is_round,mcrae,0.341564445,-,True,pos-is_round-all,banjo,banjo,7240,True,True,0,0,1,1.0,1.0,mon,,conc,,,,round,banjo
neighbors-200,wikipedia_sgns_model,0.3997344522,-,True,-,spoon,spoon,4871,True,True,3,0,5,0.1111111111111111,0.2634920634920635,homonyms_only_different_pos,,abs-conc,614,612,186,round,spoon
neighbors-200,wikipedia_sgns_model,0.4084673407,-,True,-,tray,tray,2969,True,True,0,1,1,1.0,1.0,poly,non-met,conc,590,558,,round,tray
is_round,mcrae,0.3691249796,-,True,pos-is_round-all,barrel,barrel,26331,True,True,2,8,6,0.10526315789473684,0.22013627583287027,poly,non-met,abs-conc,590,487,319,round,barrel
neighbors-200,wikipedia_sgns_model,0.397764735,-,True,-,buckets,bucket,2181,True,True,2,0,4,0.13333333333333333,0.19166666666666665,homonyms_only_different_pos,,abs-conc,,,,round,bucket
is_round,mcrae,0.4358911253,-,True,pos-is_round-most,bucket,bucket,7172,True,True,2,0,4,0.13333333333333333,0.19166666666666665,homonyms_only_different_pos,,abs-conc,594,506,,round,bucket
neighbors-200,wikipedia_sgns_model,0.4701501018,-,True,-,stovetop,stovetop,104,False,False,0,0,0,None,,,,-,,,,round,stovetop
neighbors-200,wikipedia_sgns_model,0.4347403002,-,True,-,plungers,plunger,123,True,True,2,0,4,0.38095238095238093,0.46733500417710944,poly,,conc,,,,round,plunger
neighbors-200,wikipedia_sgns_model,0.4234372481,-,True,-,pilocrocis,pilocrocis,128,False,False,0,0,0,None,,,,-,,,,round,pilocrocis
neighbors-200,wikipedia_sgns_model,0.4145337511,-,True,-,chainring,chainr,149,False,False,0,0,0,None,,,,-,,,,round,chainr
neighbors-200,wikipedia_sgns_model,0.419372782,-,True,-,soup,soup,12179,True,True,2,0,4,0.13333333333333333,0.26666666666666666,poly,,abs-conc,615,576,,round,soup
neighbors-200,wikipedia_sgns_model,0.4200738533,-,True,-,cheesecloth,cheesecloth,113,True,True,0,0,1,1.0,1.0,poly,,conc,,,,round,cheesecloth
neighbors-200,wikipedia_sgns_model,0.4039182266,-,True,-,shoes,shoe,21972,True,True,2,0,5,0.5263157894736842,0.5937392500859993,homonyms_only_different_pos,non-met,conc,,,,round,shoe
neighbors-200,wikipedia_sgns_model,0.4825880304,-,True,-,quesadillas,quesadilla,124,True,True,0,0,1,1.0,1.0,,,conc,,,,round,quesadilla
neighbors-200,wikipedia_sgns_model,0.3969381389,-,True,-,candles,candle,5465,True,True,2,0,3,0.10526315789473684,0.10526315789473684,poly,non-met,abs-conc,,,,round,candle
pos,manually_included,0.4012749351,-,True,-,candle,candle,5981,True,True,2,0,3,0.10526315789473684,0.10526315789473684,poly,non-met,abs-conc,565,544,,round,candle
neighbors-200,wikipedia_sgns_model,0.4224722881,-,True,-,casserole,casserole,378,True,True,1,0,2,0.23529411764705882,0.23529411764705882,poly,,conc,,,,round,casserole
neighbors-200,wikipedia_sgns_model,0.457747011,-,True,-,casseroles,casserole,163,True,True,1,0,2,0.23529411764705882,0.23529411764705882,poly,,conc,,,,round,casserole
neighbors-200,wikipedia_sgns_model,0.4639642179,-,True,-,cakes,cake,4849,True,True,2,5,4,0.26666666666666666,0.3174603174603175,homonyms_only_different_pos,met non-met,conc,,,,round,cake
neighbors-200,wikipedia_sgns_model,0.4852793704,-,True,-,cake,cake,13460,True,True,2,5,4,0.26666666666666666,0.3174603174603175,homonyms_only_different_pos,met non-met,conc,624,594,214,round,cake
neighbors-200,wikipedia_sgns_model,0.4529203661,-,True,-,cans,can,5281,True,True,4,5,8,0.11764705882352941,0.26523255135387486,homonyms_only_different_pos,non-met,abs-conc,,,,round,can
round,conceptnet,0.4861560848,-,True,-,tortillas,tortilla,684,True,True,0,0,1,1.0,1.0,mon,,conc,,,,round,tortilla
neighbors-200,wikipedia_sgns_model,0.421594075,-,True,-,pies,pie,2659,True,True,1,0,2,0.13333333333333333,0.13333333333333333,poly,non-met,abs-conc,,,,round,pie
neighbors-200,wikipedia_sgns_model,0.424498424,-,True,-,sundaes,sundae,122,True,True,0,0,1,1.0,1.0,mon,,conc,,,,round,sundae
neighbors-200,wikipedia_sgns_model,0.4136032778,-,True,-,pomade,pomade,109,True,True,0,0,2,None,,homonyms_only_different_pos,,conc,,,,round,pomade
neighbors-200,wikipedia_sgns_model,0.4400108639,-,True,-,cream,cream,29383,True,True,6,7,8,0.125,0.23260073260073255,homonyms_only_different_pos,non-met,abs-conc,621,514,,round,cream
neighbors-200,wikipedia_sgns_model,0.4116530657,-,True,-,pastry,pastry,4000,True,True,1,0,2,0.375,0.375,poly,non-met,conc,,,,round,pastry
neighbors-200,wikipedia_sgns_model,0.4403196837,-,True,-,pastries,pastry,1432,True,True,1,0,2,0.375,0.375,poly,non-met,conc,,,,round,pastry
neighbors-200,wikipedia_sgns_model,0.4201407268,-,True,-,chhena,chhena,115,False,False,0,0,0,None,,,,-,,,,round,chhena
neighbors-200,wikipedia_sgns_model,0.4268717703,-,True,-,lefse,lefse,111,False,False,0,0,0,None,,,,-,,,,round,lefse
neighbors-200,wikipedia_sgns_model,0.4319846237,-,True,-,syrup,syrup,4860,True,True,0,0,1,1.0,1.0,poly,,conc,,,,round,syrup
neighbors-200,wikipedia_sgns_model,0.4101075315,-,True,-,bagoong,bagoong,109,False,False,0,0,0,None,,,,-,,,,round,bagoong
neighbors-200,wikipedia_sgns_model,0.4122725585,-,True,-,candied,candy,348,True,True,0,0,2,None,,homonyms_only_different_pos,,conc,,,,round,candy
neighbors-200,wikipedia_sgns_model,0.4262603726,-,True,-,candies,candy,1673,True,True,0,0,2,None,,homonyms_only_different_pos,,conc,,,,round,candy
neighbors-200,wikipedia_sgns_model,0.4550223466,-,True,-,candy,candy,16606,True,True,0,0,2,None,,homonyms_only_different_pos,,conc,602,559,,round,candy
neighbors-200,wikipedia_sgns_model,0.405518112,-,True,-,pancakes,pancake,1194,True,True,0,0,1,1.0,1.0,homonyms_only_different_pos,,conc,,,,round,pancake
neighbors-200,wikipedia_sgns_model,0.3980799123,-,True,-,sauteed,sauteed,181,True,False,0,0,2,None,,,,-,,,,round,sauteed
neighbors-200,wikipedia_sgns_model,0.4325460944,-,True,-,custard,custard,1600,True,True,0,0,1,1.0,1.0,poly,,conc,549,460,,round,custard
neighbors-200,wikipedia_sgns_model,0.4387177986,-,True,-,tteok,tteok,303,False,False,0,0,0,None,,,,-,,,,round,tteok
neighbors-200,wikipedia_sgns_model,0.4063007735,-,True,-,pasta,pasta,3354,True,True,1,0,2,0.42857142857142855,0.42857142857142855,mon,non-met,conc,,,,round,pasta
neighbors-200,wikipedia_sgns_model,0.4355360972,-,True,-,snack,snack,5025,True,True,0,0,2,None,,homonyms_only_different_pos,,conc,,,,round,snack
neighbors-200,wikipedia_sgns_model,0.4164444728,-,True,-,payasam,payasam,101,False,False,0,0,0,None,,,,-,,,,round,payasam
neighbors-200,wikipedia_sgns_model,0.4130216982,-,True,-,kraters,krater,130,False,False,0,0,0,None,,,,-,,,,round,krater
neighbors-200,wikipedia_sgns_model,0.4473874863,-,True,-,provolone,provolone,107,False,False,0,0,0,None,,,,-,,,,round,provolone
neighbors-200,wikipedia_sgns_model,0.4556748121,-,True,-,puree,puree,169,True,True,0,0,2,None,,homonyms_only_different_pos,non-met,conc,,,,round,puree
neighbors-200,wikipedia_sgns_model,0.4021125651,-,True,-,condiments,condiment,792,True,True,0,0,1,1.0,1.0,mon,,conc,,,,round,condiment
neighbors-200,wikipedia_sgns_model,0.4340916239,-,True,-,vegetables,vegetable,17635,True,True,1,0,2,0.23529411764705882,0.23529411764705882,homonyms_only_different_pos,non-met,conc,,,,round,vegetable
neighbors-200,wikipedia_sgns_model,0.4145074621,-,True,-,empanadas,empanada,167,False,False,0,0,0,None,,,,-,,,,round,empanada
neighbors-200,wikipedia_sgns_model,0.4298927461,-,True,-,refried,refried,150,False,False,0,0,0,None,,,,-,,,,round,refried
neighbors-200,wikipedia_sgns_model,0.4424122364,-,True,-,dessert,dessert,4305,True,True,0,0,1,1.0,1.0,mon,,conc,,,,round,dessert
neighbors-200,wikipedia_sgns_model,0.4143603124,-,True,-,macchiato,macchiato,100,False,False,0,0,0,None,,,,-,,,,round,macchiato
neighbors-200,wikipedia_sgns_model,0.4075815542,-,True,-,popcorn,popcorn,2420,True,True,1,0,2,0.17391304347826086,0.17391304347826086,mon,,conc,,,,round,popcorn
neighbors-200,wikipedia_sgns_model,0.4062562301,-,True,-,seasonings,seasoning,682,True,True,1,0,5,0.11764705882352941,0.23972922502334268,poly,,abs-conc,,,,round,seasoning
neighbors-200,wikipedia_sgns_model,0.404050504,-,True,-,baking,bake,5065,True,False,1,4,4,0.2222222222222222,0.2526455026455026,poly,non-met,-,,,,round,bake
neighbors-200,wikipedia_sgns_model,0.4387945478,-,True,-,baked,bake,6580,True,False,1,4,4,0.2222222222222222,0.2526455026455026,poly,non-met,-,,,,round,bake
neighbors-200,wikipedia_sgns_model,0.40063947,-,True,-,juice,juice,12735,True,True,1,0,4,0.1111111111111111,0.23332944288826643,homonyms_only_different_pos,non-met,abs-conc,599,567,250,round,juice
neighbors-200,wikipedia_sgns_model,0.399597974,-,True,-,pizza,pizza,11414,True,True,0,0,1,1.0,1.0,mon,,conc,,,,round,pizza
neighbors-200,wikipedia_sgns_model,0.4688478341,-,True,-,butter,butter,11341,True,True,1,0,3,0.3333333333333333,0.3333333333333333,homonyms_only_different_pos,non-met,conc,618,615,206,round,butter
neighbors-200,wikipedia_sgns_model,0.4366836244,-,True,-,caramelized,caramelize,203,True,False,1,0,2,0.25,0.25,,,-,,,,round,caramelize
