categories_str,sources_str,cosine_centroid,manual_coarse_grained,space_selection,qumcrae_label,word,lemma,wiki_frequency,word_in_wn?,word_noun_in_wn?,n_navigli_clusters,n_onto_senses_n_v,n_wn_senses,min_wn_sim_wup,av_sim_wup,polysemy_type,mipvu,wn_abs_conc,conc,fam,aoa,property,concept
hot,conceptnet,0.3759058779,-,True,-,lava,lava,15425,True,True,0,0,1,1.0,1.0,poly,,abs,,,,hot,lava
neighbors-200,wikipedia_sgns_model,0.4633176239,-,True,-,stoves,stove,2183,True,True,1,0,4,0.16666666666666666,0.3214285714285714,homonyms_only_different_pos,,conc,,,,hot,stove
is_hot hot,cslb conceptnet,0.6109173817,-,True,-,stove,stove,4198,True,True,1,0,4,0.16666666666666666,0.3214285714285714,homonyms_only_different_pos,,conc,591,525,297,hot,stove
neighbors-200,wikipedia_sgns_model,0.4706293304,-,True,-,cakes,cake,4849,True,True,2,5,4,0.26666666666666666,0.3174603174603175,homonyms_only_different_pos,met non-met,conc,,,,hot,cake
neighbors-200,wikipedia_sgns_model,0.4823635358,-,True,-,cake,cake,13460,True,True,2,5,4,0.26666666666666666,0.3174603174603175,homonyms_only_different_pos,met non-met,conc,624,594,214,hot,cake
hot hot,conceptnet manually_included,0.3866655203,-,True,-,fire,fire,324750,True,True,8,18,18,0.1,0.26704184976243783,homonyms_only_different_pos,met non-met,abs-conc,595,580,,hot,fire
neighbors-200,wikipedia_sgns_model,0.3867258134,-,True,-,fires,fire,26906,True,True,8,18,18,0.1,0.26704184976243783,homonyms_only_different_pos,met non-met,abs-conc,,,,hot,fire
neighbors-200,wikipedia_sgns_model,0.4013383086,-,True,-,cans,can,5281,True,True,4,5,8,0.11764705882352941,0.26523255135387486,homonyms_only_different_pos,non-met,abs-conc,,,,hot,can
neighbors-200,wikipedia_sgns_model,0.398014898,-,True,-,tortillas,tortilla,684,True,True,0,0,1,1.0,1.0,mon,,conc,,,,hot,tortilla
is_hot,cslb,0.347314228,-,True,-,bath,bath,34659,True,True,2,0,7,0.1,0.2699621603027176,homonyms_only_different_pos,non-met,abs-conc-n,600,599,172,hot,bath
is_hot,cslb,0.4094820915,-,True,-,pie,pie,11835,True,True,1,0,2,0.13333333333333333,0.13333333333333333,poly,non-met,abs-conc,613,576,,hot,pie
neighbors-200,wikipedia_sgns_model,0.4306489063,-,True,-,pies,pie,2659,True,True,1,0,2,0.13333333333333333,0.13333333333333333,poly,non-met,abs-conc,,,,hot,pie
neighbors-200,wikipedia_sgns_model,0.4308332511,-,True,-,sundaes,sundae,122,True,True,0,0,1,1.0,1.0,mon,,conc,,,,hot,sundae
neighbors-200,wikipedia_sgns_model,0.4084871665,-,True,-,pomade,pomade,109,True,True,0,0,2,None,,homonyms_only_different_pos,,conc,,,,hot,pomade
neighbors-200,wikipedia_sgns_model,0.405068138,-,True,-,freezer,freezer,1453,True,True,0,0,1,1.0,1.0,poly,,conc,,,,hot,freezer
neighbors-200,wikipedia_sgns_model,0.3987896387,-,True,-,bathtub,bathtub,2078,True,True,0,0,1,1.0,1.0,mon,non-met,conc,,,,hot,bathtub
hot,conceptnet,0.3083180731,-,True,-,summertime,summertime,2838,True,True,0,0,1,1.0,1.0,mon,,abs,,,,hot,summertime
neighbors-200,wikipedia_sgns_model,0.3808709262,-,True,-,glass,glass,102855,True,True,5,7,12,0.09523809523809523,0.28231416339163223,poly,non-met,abs-conc,635,611,,hot,glass
hot,conceptnet,0.4965471843,-,True,-,flame,flame,16929,True,True,2,4,4,0.14285714285714285,0.1865079365079365,homonyms_only_different_pos,non-met,conc,582,551,261,hot,flame
pos,manually_included,0.4828768237,-,True,-,heating,heating,22413,True,True,1,0,6,0.2222222222222222,0.2573696145124717,mon,non-met,conc,,,,hot,heating
is_hot,cslb,0.4646467449,-,True,-,kettle,kettle,4052,True,True,1,0,4,0.125,0.28495475113122176,poly,,abs-conc,602,551,274,hot,kettle
hot,conceptnet,0.3521782163,-,True,-,lightning,lightning,25437,True,True,1,0,2,0.625,0.625,poly,non-met,abs,525,465,331,hot,lightning
neighbors-200,wikipedia_sgns_model,0.385672421,-,True,-,cream,cream,29383,True,True,6,7,8,0.125,0.23260073260073255,homonyms_only_different_pos,non-met,abs-conc,621,514,,hot,cream
neg_met,manually_included,0.154027312,-,True,-,problem,problem,137495,True,True,2,3,3,0.2857142857142857,0.2857142857142857,poly,non-met,abs,360,596,367,hot,problem
neg_met,manually_included,0.2216247615,-,True,-,puzzle,puzzle,13342,True,True,2,3,4,0.1111111111111111,0.18055555555555555,homonyms_only_different_pos,,abs-conc,449,486,320,hot,puzzle
neg_met,manually_included,0.2294258792,-,True,-,happiness,happiness,17035,True,True,0,0,2,0.7142857142857143,0.7142857142857143,mon,,abs,295,581,333,hot,happiness
pos_met,manually_included,0.2683021382,-,True,-,anger,anger,20552,True,True,2,4,5,0.2,0.301984126984127,homonyms_only_different_pos,non-met,abs,315,541,,hot,anger
hot,conceptnet,0.2751709587,-,True,-,cindy,cindy,7206,False,False,0,0,0,None,,,,-,,,,hot,cindy
hot,conceptnet,0.302233105,-,True,-,venus,venus,17226,True,True,0,0,3,0.10526315789473684,0.14837747964682949,,non-met,abs-n,,,,hot,venus
neighbors-200,wikipedia_sgns_model,0.3787013067,-,True,-,coals,coal,1334,True,True,2,3,5,0.18181818181818182,0.25441919191919193,homonyms_only_different_pos,,conc,,,,hot,coal
neighbors-200,wikipedia_sgns_model,0.3787682486,-,True,-,bulb,bulb,5847,True,True,2,0,6,0.11764705882352941,0.28614277306227776,poly,met non-met,abs-conc,,,,hot,bulb
neighbors-200,wikipedia_sgns_model,0.3790124385,-,True,-,pastry,pastry,4000,True,True,1,0,2,0.375,0.375,poly,non-met,conc,,,,hot,pastry
neighbors-200,wikipedia_sgns_model,0.3959377834,-,True,-,pastries,pastry,1432,True,True,1,0,2,0.375,0.375,poly,non-met,conc,,,,hot,pastry
neighbors-200,wikipedia_sgns_model,0.3791587778,-,True,-,chilled,chill,1739,True,True,3,4,7,0.23529411764705882,0.3472066604419546,homonyms_only_different_pos,,abs,,,,hot,chill
neighbors-200,wikipedia_sgns_model,0.3795177297,-,True,-,geysers,geyser,747,True,True,0,0,2,None,,poly,,conc,,,,hot,geyser
neighbors-200,wikipedia_sgns_model,0.379580292,-,True,-,chhena,chhena,115,False,False,0,0,0,None,,,,-,,,,hot,chhena
neighbors-200,wikipedia_sgns_model,0.379581881,-,True,-,melted,melt,5189,True,True,2,9,7,0.18181818181818182,0.3056902356902357,poly,non-met,conc,,,,hot,melt
neighbors-200,wikipedia_sgns_model,0.39025575,-,True,-,molten,melt,4265,True,True,2,9,7,0.18181818181818182,0.3056902356902357,poly,non-met,conc,,,,hot,melt
neighbors-200,wikipedia_sgns_model,0.3975765383,-,True,-,melt,melt,6559,True,True,2,9,7,0.18181818181818182,0.3056902356902357,poly,non-met,conc,413,521,,hot,melt
neighbors-200,wikipedia_sgns_model,0.3797686822,-,True,-,blastpipe,blastpipe,118,False,False,0,0,0,None,,,,-,,,,hot,blastpipe
neighbors-200,wikipedia_sgns_model,0.3802018906,-,True,-,skillets,skillet,101,True,True,0,0,1,1.0,1.0,mon,,conc,,,,hot,skillet
neighbors-200,wikipedia_sgns_model,0.3802040861,-,True,-,igniter,igniter,283,True,True,1,0,2,0.2857142857142857,0.2857142857142857,,,conc,,,,hot,igniter
neighbors-200,wikipedia_sgns_model,0.3804196613,-,True,-,utensil,utensil,395,True,True,0,0,1,1.0,1.0,poly,,conc,567,494,,hot,utensil
neighbors-200,wikipedia_sgns_model,0.3805748475,-,True,-,lefse,lefse,111,False,False,0,0,0,None,,,,-,,,,hot,lefse
neighbors-200,wikipedia_sgns_model,0.3806077645,-,True,-,tubs,tub,989,True,True,1,0,3,0.13333333333333333,0.38518518518518513,poly,non-met,abs-conc,,,,hot,tub
neighbors-200,wikipedia_sgns_model,0.4100161863,-,True,-,tub,tub,2954,True,True,1,0,3,0.13333333333333333,0.38518518518518513,poly,non-met,abs-conc,,,,hot,tub
neighbors-200,wikipedia_sgns_model,0.3808134509,-,True,-,syrup,syrup,4860,True,True,0,0,1,1.0,1.0,poly,,conc,,,,hot,syrup
neighbors-200,wikipedia_sgns_model,0.3810717465,-,True,-,coolers,cooler,839,True,True,3,0,9,0.2,0.2900255754475703,poly,,abs-conc,,,,hot,cooler
neighbors-200,wikipedia_sgns_model,0.3811722505,-,True,-,bagoong,bagoong,109,False,False,0,0,0,None,,,,-,,,,hot,bagoong
neighbors-200,wikipedia_sgns_model,0.3813138026,-,True,-,campfire,campfire,1399,True,True,0,0,1,1.0,1.0,mon,,abs,,,,hot,campfire
neighbors-200,wikipedia_sgns_model,0.3813727618,-,True,-,candies,candy,1673,True,True,0,0,2,None,,homonyms_only_different_pos,,conc,,,,hot,candy
neighbors-200,wikipedia_sgns_model,0.4073171568,-,True,-,candy,candy,16606,True,True,0,0,2,None,,homonyms_only_different_pos,,conc,602,559,,hot,candy
neighbors-200,wikipedia_sgns_model,0.3814008152,-,True,-,meat,meat,43469,True,True,1,0,3,0.15384615384615385,0.2094017094017094,poly,non-met,abs-conc,587,589,,hot,meat
neighbors-200,wikipedia_sgns_model,0.3847746909,-,True,-,meats,meat,3304,True,True,1,0,3,0.15384615384615385,0.2094017094017094,poly,non-met,abs-conc,,,,hot,meat
neighbors-200,wikipedia_sgns_model,0.3817558751,-,True,-,liquid,liquid,40922,True,True,5,0,11,0.125,0.32517343767343765,homonyms_only_different_pos,non-met,abs-conc,555,578,343,hot,liquid
neighbors-200,wikipedia_sgns_model,0.381991367,-,True,-,toast,toast,3839,True,True,4,0,6,0.125,0.23218210361067504,homonyms_also_same_pos,non-met,abs-conc,582,571,,hot,toast
neighbors-200,wikipedia_sgns_model,0.3821092937,-,True,-,bathroom,bathroom,9261,True,True,1,0,2,0.8888888888888888,0.8888888888888888,poly,non-met,conc,,,,hot,bathroom
neighbors-200,wikipedia_sgns_model,0.3821975945,-,True,-,flowerpots,flowerpot,109,True,True,0,0,1,1.0,1.0,mon,,conc,,,,hot,flowerpot
neighbors-200,wikipedia_sgns_model,0.3823600176,-,True,-,jugs,jug,885,True,True,2,0,4,0.125,0.1736111111111111,homonyms_only_different_pos,,abs-conc,,,,hot,jug
neighbors-200,wikipedia_sgns_model,0.3829789421,-,True,-,fruitcake,fruitcake,211,True,True,0,0,2,0.26666666666666666,0.26666666666666666,poly,,conc,,,,hot,fruitcake
neighbors-200,wikipedia_sgns_model,0.3830417052,-,True,-,furnaces,furnace,4389,True,True,0,0,1,1.0,1.0,poly,non-met,conc,,,,hot,furnace
neighbors-200,wikipedia_sgns_model,0.4316485114,-,True,-,furnace,furnace,10007,True,True,0,0,1,1.0,1.0,poly,non-met,conc,600,406,428,hot,furnace
neighbors-200,wikipedia_sgns_model,0.3830659418,-,True,-,pancakes,pancake,1194,True,True,0,0,1,1.0,1.0,homonyms_only_different_pos,,conc,,,,hot,pancake
neighbors-200,wikipedia_sgns_model,0.3833039898,-,True,-,showers,shower,4555,True,True,6,5,11,0.09523809523809523,0.18102874181202355,homonyms_only_different_pos,met non-met,abs-conc,,,,hot,shower
neighbors-200,wikipedia_sgns_model,0.4265726191,-,True,-,shower,shower,7586,True,True,6,5,11,0.09523809523809523,0.18102874181202355,homonyms_only_different_pos,met non-met,abs-conc,588,593,342,hot,shower
neighbors-200,wikipedia_sgns_model,0.3833688998,-,True,-,achiote,achiote,106,False,False,0,0,0,None,,,,-,,,,hot,achiote
neighbors-200,wikipedia_sgns_model,0.3833849373,-,True,-,garlic,garlic,5186,True,True,1,0,2,0.19047619047619047,0.19047619047619047,mon,non-met,conc,636,509,,hot,garlic
neighbors-200,wikipedia_sgns_model,0.3835740205,-,True,-,sanitizer,sanitizer,122,False,False,0,0,0,None,,,,-,,,,hot,sanitizer
neighbors-200,wikipedia_sgns_model,0.3836371993,-,True,-,sauteed,sauteed,181,True,False,0,0,2,None,,,,-,,,,hot,sauteed
neighbors-200,wikipedia_sgns_model,0.3841219725,-,True,-,fried,fry,11528,True,True,2,4,6,0.2,0.40757575757575754,homonyms_only_different_pos,non-met,conc-n,,,,hot,fry
neighbors-200,wikipedia_sgns_model,0.4400780706,-,True,-,frying,fry,2415,True,True,2,4,6,0.2,0.40757575757575754,homonyms_only_different_pos,non-met,conc-n,,,,hot,fry
neighbors-200,wikipedia_sgns_model,0.3842669588,-,True,-,yogurt,yogurt,2506,True,True,0,0,1,0.875,0.875,,,conc,,,,hot,yogurt
neighbors-200,wikipedia_sgns_model,0.3843765568,-,True,-,homemade,homemade,3666,True,False,0,0,1,1.0,1.0,mon,,-,,,,hot,homemade
neighbors-200,wikipedia_sgns_model,0.3844348966,-,True,-,firebox,firebox,1690,True,True,0,0,1,1.0,1.0,poly,,conc,,,,hot,firebox
neighbors-200,wikipedia_sgns_model,0.3845347829,-,True,-,kitchens,kitchen,4408,True,True,0,0,1,1.0,1.0,poly,non-met,conc,,,,hot,kitchen
neighbors-200,wikipedia_sgns_model,0.4935283569,-,True,-,kitchen,kitchen,34918,True,True,0,0,1,1.0,1.0,poly,non-met,conc,,,,hot,kitchen
neighbors-200,wikipedia_sgns_model,0.3846881883,-,True,-,earthenware,earthenware,1525,True,True,0,0,1,1.0,1.0,mon,,conc,,,,hot,earthenware
neighbors-200,wikipedia_sgns_model,0.3846993574,-,True,-,lampshades,lampshade,133,True,True,0,0,1,1.0,1.0,mon,,conc,,,,hot,lampshade
neighbors-200,wikipedia_sgns_model,0.3851099882,-,True,-,custard,custard,1600,True,True,0,0,1,1.0,1.0,poly,,conc,549,460,,hot,custard
neighbors-200,wikipedia_sgns_model,0.3852330312,-,True,-,tteok,tteok,303,False,False,0,0,0,None,,,,-,,,,hot,tteok
neighbors-200,wikipedia_sgns_model,0.3856163628,-,True,-,pasta,pasta,3354,True,True,1,0,2,0.42857142857142855,0.42857142857142855,mon,non-met,conc,,,,hot,pasta
neighbors-200,wikipedia_sgns_model,0.385666718,-,True,-,snacks,snack,3242,True,True,0,0,2,None,,homonyms_only_different_pos,,conc,,,,hot,snack
neighbors-200,wikipedia_sgns_model,0.4131669742,-,True,-,snack,snack,5025,True,True,0,0,2,None,,homonyms_only_different_pos,,conc,,,,hot,snack
neighbors-200,wikipedia_sgns_model,0.3856771298,-,True,-,payasam,payasam,101,False,False,0,0,0,None,,,,-,,,,hot,payasam
neighbors-200,wikipedia_sgns_model,0.3858267346,-,True,-,fumes,fume,2236,True,True,2,5,5,0.2,0.25555555555555554,homonyms_only_different_pos,non-met,conc,,,,hot,fume
neighbors-200,wikipedia_sgns_model,0.385880659,-,True,-,fondue,fondue,237,True,True,1,0,2,0.875,0.875,poly,,conc,,,,hot,fondue
neighbors-200,wikipedia_sgns_model,0.3859692103,-,True,-,jar,jar,5719,True,True,4,5,8,0.1111111111111111,0.25695970695970693,homonyms_also_same_pos,non-met,abs-conc,595,564,242,hot,jar
neighbors-200,wikipedia_sgns_model,0.386037235,-,True,-,kraters,krater,130,False,False,0,0,0,None,,,,-,,,,hot,krater
neighbors-200,wikipedia_sgns_model,0.3860659602,-,True,-,provolone,provolone,107,False,False,0,0,0,None,,,,-,,,,hot,provolone
neighbors-200,wikipedia_sgns_model,0.3865436863,-,True,-,grilling,grill,689,True,True,1,3,4,0.14285714285714285,0.40476190476190477,homonyms_only_different_pos,non-met,conc,,,,hot,grill
neighbors-200,wikipedia_sgns_model,0.3931256482,-,True,-,grill,grill,6235,True,True,1,3,4,0.14285714285714285,0.40476190476190477,homonyms_only_different_pos,non-met,conc,,,,hot,grill
neighbors-200,wikipedia_sgns_model,0.387689097,-,True,-,chutneys,chutney,153,True,True,0,0,1,1.0,1.0,mon,,conc,,,,hot,chutney
neighbors-200,wikipedia_sgns_model,0.3895389963,-,True,-,puree,puree,169,True,True,0,0,2,None,,homonyms_only_different_pos,non-met,conc,,,,hot,puree
neighbors-200,wikipedia_sgns_model,0.3896032987,-,True,-,condiment,condiment,885,True,True,0,0,1,1.0,1.0,mon,,conc,,,,hot,condiment
neighbors-200,wikipedia_sgns_model,0.3899077931,-,True,-,woks,wok,115,True,True,0,0,1,1.0,1.0,,,conc,,,,hot,wok
neighbors-200,wikipedia_sgns_model,0.390569252,-,True,-,vegetables,vegetable,17635,True,True,1,0,2,0.23529411764705882,0.23529411764705882,homonyms_only_different_pos,non-met,conc,,,,hot,vegetable
neighbors-200,wikipedia_sgns_model,0.3907650862,-,True,-,broiled,broil,209,True,True,1,3,4,0.2,0.23597883597883595,homonyms_only_different_pos,,abs,,,,hot,broil
neighbors-200,wikipedia_sgns_model,0.3912904644,-,True,-,empanadas,empanada,167,False,False,0,0,0,None,,,,-,,,,hot,empanada
neighbors-200,wikipedia_sgns_model,0.3913953183,-,True,-,refried,refried,150,False,False,0,0,0,None,,,,-,,,,hot,refried
neighbors-200,wikipedia_sgns_model,0.3915108832,-,True,-,charcoal,charcoal,7071,True,True,1,0,6,0.1111111111111111,0.25773420479302833,poly,,abs-conc,,,,hot,charcoal
neighbors-200,wikipedia_sgns_model,0.3915574798,-,True,-,browned,brown,222,True,True,2,3,8,0.11764705882352941,0.2764748323571853,homonyms_only_different_pos,non-met,abs-n,,,,hot,brown
neighbors-200,wikipedia_sgns_model,0.3917491812,-,True,-,focaccia,focaccia,116,False,False,0,0,0,None,,,,-,,,,hot,focaccia
neighbors-200,wikipedia_sgns_model,0.3918761139,-,True,-,glow,glow,5325,True,True,2,3,12,0.09523809523809523,0.3108074521437151,homonyms_only_different_pos,,abs-conc,,,,hot,glow
neighbors-200,wikipedia_sgns_model,0.3924352438,-,True,-,dessert,dessert,4305,True,True,0,0,1,1.0,1.0,mon,,conc,,,,hot,dessert
neighbors-200,wikipedia_sgns_model,0.3926585564,-,True,-,sandwiches,sandwich,2979,True,True,1,3,3,0.18181818181818182,0.18181818181818182,homonyms_only_different_pos,non-met,conc,,,,hot,sandwich
neighbors-200,wikipedia_sgns_model,0.3931406891,-,True,-,emulsifying,emulsify,114,True,False,1,0,2,0.2857142857142857,0.2857142857142857,mon,,-,,,,hot,emulsify
neighbors-200,wikipedia_sgns_model,0.3933082486,-,True,-,firewood,firewood,2924,True,True,0,0,1,1.0,1.0,mon,,conc,629,444,331,hot,firewood
neighbors-200,wikipedia_sgns_model,0.3933682693,-,True,-,macchiato,macchiato,100,False,False,0,0,0,None,,,,-,,,,hot,macchiato
neighbors-200,wikipedia_sgns_model,0.3933749377,-,True,-,hearth,hearth,2668,True,True,2,0,3,0.35294117647058826,0.4531733746130031,poly,,conc,,,,hot,hearth
neighbors-200,wikipedia_sgns_model,0.3933784131,-,True,-,popcorn,popcorn,2420,True,True,1,0,2,0.17391304347826086,0.17391304347826086,mon,,conc,,,,hot,popcorn
neighbors-200,wikipedia_sgns_model,0.3934429623,-,True,-,seasonings,seasoning,682,True,True,1,0,5,0.11764705882352941,0.23972922502334268,poly,,abs-conc,,,,hot,seasoning
neighbors-200,wikipedia_sgns_model,0.3937422433,-,True,-,bake,bake,2353,True,False,1,4,4,0.2222222222222222,0.2526455026455026,poly,non-met,-,,549,,hot,bake
neighbors-200,wikipedia_sgns_model,0.4572915912,-,True,-,baking,bake,5065,True,False,1,4,4,0.2222222222222222,0.2526455026455026,poly,non-met,-,,,,hot,bake
neighbors-200,wikipedia_sgns_model,0.4677941528,-,True,-,baked,bake,6580,True,False,1,4,4,0.2222222222222222,0.2526455026455026,poly,non-met,-,,,,hot,bake
